Molecule ChEMBL ID,Smiles,IC50 (nM)
CHEMBL3655895,Cc1ncnc(N2CCOCC2)c1C#Cc1c[nH]c(=O)c(NS(=O)(=O)c2ccc(F)cc2F)c1,0.51
CHEMBL3655857,CCCS(=O)(=O)Nc1cc(C#Cc2c(C)ncnc2N2CCOCC2)cnc1C,5
CHEMBL3660105,CC(=O)N1CCN(c2ncnc(C)c2C#Cc2cnc(C)c(NS(=O)(=O)c3ccccc3)c2)CC1,2
CHEMBL3660109,CCc1ncnc(N2CCN(C)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,0.89
CHEMBL3660114,Cc1ncc(C#Cc2c(C)ncnc2N2CCOC[C@@H]2C)cc1NS(=O)(=O)c1ccccc1,0.2
CHEMBL3655882,CCc1ncnc(N2CCN(C3CC3)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,5
CHEMBL3655883,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(F)cc1F,0.44
CHEMBL3660102,COCCN1CCN(c2ncnc(C)c2C#Cc2cnc(C)c(NS(=O)(=O)c3ccccc3)c2)CC1,0.83
CHEMBL3660103,Cc1ncc(C#Cc2c(C)ncnc2N2CCN(C3CC3)CC2)cc1NS(=O)(=O)c1ccccc1,16
CHEMBL3660116,Cc1ncc(C#Cc2c(C)ncnc2N2CCCOCC2)cc1NS(=O)(=O)c1ccccc1,2
CHEMBL3639589,Cc1ncc(C#Cc2c(C)ncnc2NC(C)C)cc1NS(=O)(=O)c1ccccc1,6
CHEMBL3660120,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)C2CC2)c1,1
CHEMBL3660123,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccco2)c1,0.55
CHEMBL3660132,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(C)o1,0.53
CHEMBL3655902,Cc1cc(S(=O)(=O)Nc2cc(C#Cc3c(C)ncnc3N3CCOCC3)cnc2C)c(C)s1,0.55
CHEMBL3655906,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(Cl)s1,0.47
CHEMBL3660101,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccnn1C,0.44
CHEMBL3660126,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1C(F)(F)F,0.44
CHEMBL3655858,COc1cccc(S(=O)(=O)Nc2cc(C#Cc3c(C)ncnc3N3CCOCC3)cnc2C)c1,1
CHEMBL3655904,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccoc1,1
CHEMBL3660111,CCc1ncnc(N2CCN(S(C)(=O)=O)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,0.14
CHEMBL3660113,Cc1ncc(C#Cc2c(C)ncnc2N2CCOC[C@H]2C)cc1NS(=O)(=O)c1ccccc1,2
CHEMBL3660119,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)CC)c1,2
CHEMBL3655872,Cc1ncc(C#Cc2c(C)ncnc2N2CCN(C)CC2)cc1NS(=O)(=O)c1ccc(F)cc1F,1
CHEMBL3655887,CCc1ncnc(NC)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,49
CHEMBL3660110,CCc1ncnc(N2CCC(O)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,0.48
CHEMBL3660124,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(C)(=O)=O,0.64
CHEMBL3660128,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(Cl)s1,0.38
CHEMBL3655862,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1Br,1
CHEMBL3655893,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)C1CCCCC1,5
CHEMBL3660118,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(C)(=O)=O)c1,1
CHEMBL3655884,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccc(F)cc1,0.43
CHEMBL3655888,CCc1nc(N)nc(N2CCC(OC)CC2)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,2
CHEMBL3655889,CCc1nc(N)nc(N2CCC(O)CC2)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,5
CHEMBL3655863,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cn(C)cn1,1
CHEMBL3655873,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(=O)(=O)c2ccccc2)c1,0.46
CHEMBL3655879,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccc(F)cc2F)c1,0.63
CHEMBL3655855,COc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1,0.4
CHEMBL3655859,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1ccccc1Cl,1
CHEMBL3655896,CCc1ncnc(N2CCC(C)(O)CC2)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,0.55
CHEMBL3655864,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cccs1,0.72
CHEMBL3655878,Cc1ncnc(N2CCOCC2)c1C#Cc1cncc(NS(C)(=O)=O)c1,4
CHEMBL3655880,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2ccccc2)c1,0.59
CHEMBL3655898,CCc1ncnc(N2CCCCC2)c1C#Cc1cnc(C)c(NS(C)(=O)=O)c1,2
CHEMBL3655905,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cnn(C)c1,0.56
CHEMBL3660099,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cccnc1,1
CHEMBL3660100,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)c1cn(C)c(C)n1,1
CHEMBL3660106,CC(=O)N1CCCN(c2ncnc(C)c2C#Cc2cnc(C)c(NS(=O)(=O)c3ccccc3)c2)CC1,3
CHEMBL3660107,Cc1ncc(C#Cc2c(C)ncnc2N2CCCCC2)cc1NS(=O)(=O)c1ccccc1,3
CHEMBL3660112,CCc1ncnc(N2CCN(C(C)=O)CC2)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccc(F)cc2)c1,0.47
CHEMBL3660133,COCCN(C)c1ncnc(C)c1C#Cc1cnc(C)c(NS(=O)(=O)c2ccccc2)c1,5
CHEMBL3660108,Cc1ncc(C#Cc2c(C)ncnc2N2CCOCC2)cc1NS(=O)(=O)N1CCCC1,2
CHEMBL3660117,COC1CCN(c2ncnc(C)c2C#Cc2cnc(C)c(NS(=O)(=O)c3ccccc3)c2)CC1,2
CHEMBL3660122,CCc1ncnc(N2CCOCC2)c1C#Cc1cnc(OC)c(NS(=O)(=O)c2cccs2)c1,0.75
